,clean_text,translated_text,sentimen_score,sentimen
159,kalau buat sini mobil listrik saja tidak lulus uji emisi,"Even if you make one here, an electric car won't pass the emissions test",0.0,Netral
160,duit buat beli mobil listrik,money to buy an electric car,0.0,Netral
161,konon kata di sana pakai mobil listrik yakin orang kalimantan yang cuma punya motor bisa masuk ikn,It is said that people using electric cars there are sure that Kalimantan people who only have motorbikes can enter IKN,0.3182,Positif
162,sebentar lagi banjir motor dan mobil listrik dari china,Soon there will be a flood of motorbikes and electric cars from China,0.0,Netral
163,lihat ini saya jadi ingin tambah mobil listrik,Seeing this makes me want to add an electric car,0.0772,Positif
164,ada dong jadi berapa lama isi baterai mobil listrik ioniq 5 sampai penuh nunggu berapa bulan jangan lupa estimasi naik tarif listrik dalam waktu 10 tahun akhir tahun 2022 naik 17 telah bbm hilang dari pasar listrik jadi raja dan bisa naik harga,"yes, so how long does it take to fill the ioniq 5 electric car battery until it's full? How many months do you have to wait? Don't forget the estimated increase in electricity rates within 10 years at the end of 2022, it will increase by 17. Fuel has disappeared from the electricity market so it's king and prices could rise",0.7526,Positif
165,mobil cilik saja mobil listrik airev nek tidak enek bekas e mazda 2,"Just a small car, an Airev electric car, not a bad one, a used Mazda 2",0.431,Positif
166,intermezzo malam sudah saat ganti mobil listrik apa do kamu think,"Intermezzo evening it's time to change to an electric car, what do you think",0.0,Netral
167,banding harga mobil biaya servis biaya sparepart biaya bahan bakarlistrik lama 10 tahun banyak banding cuma bahan bakar saja tidak pikir biaya baterai untuk ioniq 5 harga 300jtan semester harga ioniq 5 727jt hampir tengah,compare car prices service costs spare part costs fuel costs electricity long 10 years many comparisons only fuel do not think battery costs for ioniq 5 price 300 million semester price ioniq 5 727 million almost middle,0.0,Netral
168,syukur saya sudah guna mobil listrik 1 tahun lebih hampir 2 tahun lama ini tidak ada kendala tiap hari pakai 50 kamu bahkan tambah 1 lagi karena rasa nyaman,"Thank God I've been using an electric car for more than 1 year, almost 2 years, no problems, every day I use 50, I even add 1 more because it feels comfortable",0.5487,Positif
169,mobil listrik apa,what electric car,0.0,Netral
170,fakta mobil listrik yang pakai bluebird masih oke2,The fact is that electric cars using Bluebird are still okay,0.2263,Positif
171,271t bisa buat 30 pabrik mobil listrik,271t can make 30 electric car factories,0.0,Netral
172,mobil listrik barang elektronik,electric car electronic goods,0.0,Netral
173,ohiya jadi ingat nanti bakal ada mobil listrik kelas binguo nama tidak good cat ini serius,"Oh yeah, remember that later there will be a binguo class electric car, the name is not good, the paint is serious",-0.1295,Negatif
174,tidak untung benar ganti baterai itu jadi beberapa tahun kemudian sedang ganti oli 69 bulan servis mobil bbm biaya ganti sparepart mobil listrik karena pakai umur itu untung lari ke manufaktur mobil bukan ke bengkel,no profit really replaced the battery so a few years later I was changing the oil 69 months fuel car service cost of replacing spare parts for electric car because of its age it was fortunate to run to a car manufacturer not to a repair shop,0.5574,Positif
175,coba kasih data dahulu banding biaya awat mobil listrik vs mobil bbm dengan power atau torsi yang sama lama 10 tahun mobil listrik masuk ganti baterai asumsi harga tidak ubah lama 10,"Try giving data first comparing maintenance costs for electric cars vs petrol cars with the same power or torque, 10 years old, electric cars come in, replace the battery, assuming the price doesn't change for 10 years",0.34,Positif
176,tidak jadi beli mobil listrik deh saya baik beli odongodong saja enak nanti bisa cuan juga yekan,"I don't think I'll buy an electric car, I'll just buy an odongodong, it's nice and I'll make money too, right?",0.4215,Positif
177,habis lihat video ini smakin mnambah alas kuat buat batal beli mobil listrik dsmping emang tidak ada duit juga sih,"After watching this video, it adds a strong reason to cancel buying an electric car even if you don't have any money anyway.",0.3182,Positif
178,mobil bekas listrik nanti buang ke mana jual tidak laku harga baterai sama dengan harga mobil baru coba saja test seperti baterai hp laptop enggak usah di charge tinggal nol persen health nya jadi,used electric car then throw it away where to sell it doesn't sell the price of the battery is the same as the price of a new car just try testing it like a laptop cell phone battery doesn't need to be charged it just has zero percent health so,0.1779,Positif
179,dinas luar nya pakai mobil neta dulu nyobain mobil listrik,"The foreign service uses a neta car, first try an electric car",0.0,Netral
180,apakah ada yang sudah alam 1 atau 2 tahun pakai mobil listrik bisa lah cerita2,Is there anyone who has used an electric car for 1 or 2 years? Can you tell me?,0.0,Netral
181,mobil listrik min jes,min jes electric car,0.0,Netral
182,saya sudah ada ide buat buat mobil listrik tenaga genset biar kalau listrik padam bisa pakai bensin,I already have an idea to make an electric car powered by a generator so that if the power goes out you can use petrol,0.0,Netral
183,lagi kalau dia orang bengkel harus jadi untung dia ganti semua batrenya seperti servis di bengkel resmi tapi ya tapi biasa mobil listrik di cover 7 tahun lebih garansi batrenya sudah lebih dari,"again, if he is a repair shop person, he must be lucky to replace all the batteries like servicing at an official repair shop, but yes, usually electric cars are covered for more than 7 years, the battery guarantee is more than",0.8271,Positif
184,canggih naik mobil listrik saing tesla,sophisticated electric car ride competes with Tesla,0.5574,Positif
185,nah benar om telah ajar 2 tahun perihal hulu hilir mobil listrik masa depan 510 tahun lagi mobil indonesia emang hybrid,"well, it's true that uncle has been teaching for 2 years about up and down the future of electric cars. In 510 years, Indonesian cars are indeed hybrid",0.5994,Positif
186,minnov apakah informasi di video sebut benar soal teman pakai mobil listrik dan prn batrainya rusak tetapi mungkin besar itu cuma celnya dan hanya perlu ganti celnya saja dan sudah bisa kok di video narasi beda ya,"Minnov, is the information in the video true about a friend using an electric car and the battery prn is damaged, but maybe it's just the cell and you only need to replace the cell and it's possible, how come the narrative in the video is different?",0.2617,Positif
187,inti mobil listrik tidak,the core of an electric car is not,0.0,Netral
188,mulai dari produksi sendiri motor listrik untuk gerak roda karena itu inti mobil listrik dan produksi baterai listrik lanjut balik engineering teknologi baterai lanjut desain kendara tanpa 4 hal utama ini ya itu hanya industri assembling kendara listrik,"starting from the production of electric motors for driving the wheels because that is the core of electric cars and the production of electric batteries, then back to engineering advanced battery technology, vehicle design without these 4 main things, yes, it's just the electric vehicle assembly industry.",0.5719,Positif
189,kalau saya punya mobil listrik atas mobil pasang panel surya dan pasang generator kecil buat cadang bila batrey habis,"If I have an electric car, install solar panels on the car and install a small generator for backup when the battery runs out",0.0,Netral
190,mobil listrik masih dalam kembang jadi wajar saja kalau ada yang masalah,Electric cars are still in development so it's normal if there are problems,-0.4019,Negatif
191,tidak jadi lah saya beli mobil listrik ganti mobil bahan bakar arang,"No, so I bought an electric car instead of a charcoal car",-0.296,Negatif
192,orang sini kan kreatif mungkin kalau mobil listrik sudah jadi barang rongsok akan ada yang dimodif pasang mesin bensin genset jadi kaya epowernya nissan,"People here are creative, maybe if electric cars are already junk, someone will modify them by installing a petrol generator engine to make them like Nissan's EPower.",0.6597,Positif
193,jangan beli mobil listrik sudah pokok memang mau cocok lagi enak2 nyetir stasiun tinggal pencet tombol dari pusat terus mobil kamu mati,"Don't buy an electric car, it's really important to have a suitable and comfortable driving station, just press a button from the center and your car will turn off.",0.659,Positif
194,indonesia mah belum cocok pakai mobil listrik kendara masih senang boreup sama ngebejek gass apalagi supir truk dan pickup,"Indonesia isn't yet suitable for driving electric cars, it's still easy to get bored and gassed, especially truck and pickup drivers.",0.2023,Positif
195,inovasi2 mobil listrik lama lama giur juga ingin tau otak2 tim rnd nya,"I've been excited about innovations in electric cars for a long time, I also want to know the brains of the RND team",0.4019,Positif
196,rest area di banyak yang datang nanti siapa sedang bensin subsidi akan mulai batas beli supaya orang2 mulai beli mobil listrik mungkin maksud bukan rest area yang di banyak tetapi charging station buat mobil listrik yang banyak ya,"There will be lots of rest areas coming later, those with petrol subsidies will start buying limits so that people start buying electric cars. Maybe you don't mean lots of rest areas, but charging stations for lots of electric cars, right?",0.0,Netral
197,vietnam sudah buat mobil listrik,Vietnam has made electric cars,0.0,Netral
198,inti harus beli motor mobil listrik,The point is you have to buy an electric car motorbike,0.0,Netral
199,aduh saya endus afiliasi mobil listrik,"Ouch, I smelled an electric car affiliate",0.0,Netral
200,ditawarin marketing mobil listrik yang brandnya pernah hilang dari indonesia dengan garansi batere umur hidup lihat keren sih mobil tapi justru karena janji yang kan good untuk be true itu jadi malah takut,"offered an electric car marketing whose brand had disappeared from Indonesia with a lifetime battery guarantee. Look, the car is cool, but because of the promise that it will be good to be true, people are actually afraid.",0.9042,Positif
